timestamp,user_id,action,student_enrollment,resource,semester,academic_year,ip_address,location,device,status,risk_score
2026-02-02T07:46:06.844272,EDU0034,view_student_record,2022ME904,student_records,V,2026-2027,49.46.1.107,Indore,Mobile,success,39
2025-11-25T09:23:06.844277,EDU0016,view_student_record,2022ME982,student_records,V,2024-2025,27.171.188.61,Bhopal,Faculty Workstation,success,86
2025-12-26T06:31:06.844282,EDU0032,generate_marksheet,2025EC941,student_records,II,2024-2026,103.200.234.161,Jaipur,Faculty Workstation,success,65
2025-12-05T04:51:06.844288,EDU0184,enter_marks,2021ME346,transcripts,I,2024-2024,1.32.61.157,Mumbai,Mobile,success,51
2026-02-08T04:43:06.844293,EDU0075,access_transcript,2020EC880,transcripts,III,2023-2026,103.83.153.184,Chandigarh,Faculty Workstation,success,40
2025-12-08T02:51:06.844299,EDU0154,digilocker_verify,2023CS981,attendance,VI,2025-2027,103.242.172.210,Bhopal,Faculty Workstation,success,69
2025-12-24T08:01:06.844304,EDU0016,generate_marksheet,2022ME337,student_records,III,2025-2026,1.92.85.96,Visakhapatnam,Faculty Workstation,denied,69
2026-01-09T03:59:06.844309,EDU0160,enter_marks,2024CE677,student_records,I,2026-2025,49.231.210.26,Ahmedabad,Faculty Workstation,success,32
2026-02-10T05:35:06.844315,EDU0193,generate_marksheet,2023ME813,marks_entry,I,2023-2024,27.193.213.106,Ahmedabad,Mobile,success,20
2025-12-30T02:56:06.844320,EDU0127,enter_marks,2025EC345,marks_entry,III,2024-2027,123.49.23.98,Mumbai,Faculty Workstation,success,84
2026-02-07T07:30:06.844325,EDU0184,generate_marksheet,2020EC807,student_records,II,2026-2025,49.163.41.203,Kochi,Mobile,denied,58
2026-02-03T06:37:06.844330,EDU0106,update_attendance,2022ME345,student_records,II,2023-2027,115.116.236.221,Indore,Mobile,success,8
2025-12-13T03:30:06.844335,EDU0007,generate_marksheet,2023CS499,marks_entry,III,2024-2026,49.183.39.250,Vadodara,Personal Laptop,success,88
2026-01-14T04:44:06.844341,EDU0029,digilocker_verify,2020CS791,digilocker,II,2024-2027,49.141.43.169,Visakhapatnam,Personal Laptop,success,37
2025-11-30T07:53:06.844346,EDU0163,approve_exam_form,2020ME825,attendance,VIII,2023-2027,1.25.85.12,Coimbatore,Faculty Workstation,success,57
2025-11-27T07:28:06.844351,EDU0140,approve_exam_form,2020EC846,marks_entry,IV,2023-2027,103.168.62.117,Bangalore,Faculty Workstation,success,44
2026-01-24T07:55:06.844356,EDU0019,generate_marksheet,2020ME781,student_records,III,2024-2025,117.128.166.53,Vadodara,Faculty Workstation,success,74
2025-12-22T05:58:06.844362,EDU0171,update_attendance,2023CE464,student_records,II,2026-2027,115.147.73.207,Bangalore,Faculty Workstation,success,46
2025-12-20T08:49:06.844367,EDU0148,view_student_record,2023CS358,transcripts,III,2024-2027,117.179.107.201,Kochi,Personal Laptop,success,55
2025-12-30T01:08:06.844372,EDU0102,update_attendance,2021CE630,student_records,V,2023-2026,49.168.230.56,Delhi,Mobile,success,11
2025-12-05T00:37:06.844377,EDU0061,view_student_record,2025ME798,transcripts,VII,2023-2025,49.8.62.226,Delhi,Personal Laptop,success,80
2025-11-22T06:13:06.844382,EDU0105,access_transcript,2023ME933,marks_entry,VII,2024-2024,123.99.199.91,Vadodara,Personal Laptop,success,12
2025-12-04T03:44:06.844388,EDU0133,digilocker_verify,2026EC631,transcripts,VI,2025-2024,103.206.191.149,Coimbatore,Mobile,success,95
2026-01-02T06:09:06.844393,EDU0110,enter_marks,2023EC751,transcripts,IV,2025-2026,103.167.191.21,Bangalore,Faculty Workstation,denied,31
2026-01-09T09:17:06.844398,EDU0081,enter_marks,2026ME815,student_records,II,2026-2027,1.165.34.20,Nagpur,Mobile,denied,54
2026-01-18T06:47:06.844403,EDU0010,enter_marks,2026ME574,student_records,VIII,2025-2027,1.104.78.61,Pune,Mobile,success,92
2025-12-22T08:58:06.844409,EDU0093,generate_marksheet,2026CS756,student_records,IV,2026-2024,106.152.208.158,Kanpur,Faculty Workstation,success,65
2025-11-29T04:02:06.844414,EDU0072,access_transcript,2022CS199,marks_entry,II,2026-2025,123.89.208.114,Pune,Mobile,success,63
2025-12-27T06:14:06.844419,EDU0076,generate_marksheet,2024CE942,attendance,II,2026-2027,27.73.16.109,Chennai,Faculty Workstation,success,34
2026-02-19T07:05:06.844424,EDU0030,digilocker_verify,2022CE575,student_records,V,2026-2026,117.208.148.67,Delhi,Personal Laptop,denied,92
2026-01-02T03:03:06.844429,EDU0024,access_transcript,2026EC796,digilocker,VII,2026-2027,117.164.253.218,Chandigarh,Faculty Workstation,success,46
2025-12-11T09:39:06.844435,EDU0046,approve_exam_form,2022CE577,digilocker,VII,2023-2025,27.21.29.252,Nagpur,Faculty Workstation,success,50
2025-12-21T04:01:06.844440,EDU0088,enter_marks,2023CE385,attendance,VIII,2025-2027,117.223.23.155,Lucknow,Faculty Workstation,success,58
2026-01-24T03:51:06.844445,EDU0035,update_attendance,2024CE942,digilocker,I,2025-2025,27.159.11.12,Nagpur,Mobile,success,59
2025-12-01T08:43:06.844450,EDU0113,approve_exam_form,2023CE684,digilocker,V,2026-2026,106.11.223.95,Bhopal,Personal Laptop,success,67
2025-12-19T06:31:06.844455,EDU0193,generate_marksheet,2024CS957,digilocker,III,2025-2027,123.243.199.199,Surat,Personal Laptop,success,50
2025-12-13T06:17:06.844460,EDU0157,generate_marksheet,2021ME641,attendance,VII,2025-2024,106.189.22.132,Chandigarh,Personal Laptop,success,91
2026-01-27T06:28:06.844465,EDU0130,digilocker_verify,2025CS800,marks_entry,II,2025-2027,106.29.4.25,Chandigarh,Personal Laptop,success,64
2025-12-05T03:54:06.844471,EDU0117,view_student_record,2023EC403,digilocker,I,2026-2024,117.18.106.99,Ahmedabad,Mobile,success,57
2025-12-08T09:13:06.844475,EDU0183,approve_exam_form,2026ME139,transcripts,VIII,2025-2024,1.156.57.63,Lucknow,Personal Laptop,success,80
2026-02-05T08:34:06.844481,EDU0186,access_transcript,2026CS135,transcripts,VIII,2026-2025,103.88.197.154,Chennai,Personal Laptop,success,16
2026-01-22T03:07:06.844486,EDU0054,enter_marks,2020CS688,student_records,VI,2026-2026,123.129.112.39,Bhopal,Mobile,success,20
2026-01-02T05:42:06.844491,EDU0117,approve_exam_form,2023CE254,student_records,II,2023-2026,117.117.38.182,Coimbatore,Mobile,success,65
2026-01-16T00:32:06.844497,EDU0048,update_attendance,2026CS540,transcripts,VII,2026-2026,115.139.4.36,Kochi,Personal Laptop,success,74
2025-11-27T04:47:06.844502,EDU0125,digilocker_verify,2025CE832,marks_entry,IV,2026-2026,27.65.251.22,Pune,Mobile,success,80
2026-01-11T09:18:06.844507,EDU0064,approve_exam_form,2022EC940,student_records,VII,2024-2027,115.171.75.205,Kochi,Mobile,denied,0
2025-12-19T09:31:06.844512,EDU0154,digilocker_verify,2020EC741,digilocker,VII,2025-2025,103.124.227.197,Coimbatore,Mobile,success,43
2025-12-28T03:34:06.844517,EDU0166,digilocker_verify,2020EC923,student_records,VIII,2026-2024,27.114.168.240,Pune,Faculty Workstation,success,7
2026-02-18T00:57:06.844522,EDU0039,update_attendance,2026ME942,attendance,III,2025-2024,123.59.55.142,Vadodara,Mobile,success,67
2026-02-16T07:27:06.844527,EDU0115,digilocker_verify,2024CS939,attendance,VI,2024-2025,49.16.73.18,Chennai,Mobile,success,42
2026-01-23T06:23:06.844531,EDU0011,enter_marks,2024CE629,attendance,V,2024-2026,115.213.134.3,Indore,Mobile,success,24
2026-02-15T09:07:06.844536,EDU0167,enter_marks,2024EC413,marks_entry,V,2026-2026,117.211.25.179,Bangalore,Mobile,success,47
2026-01-24T01:03:06.844541,EDU0136,access_transcript,2024CS914,transcripts,III,2025-2026,103.89.95.132,Hyderabad,Mobile,success,0
2025-11-25T04:58:06.844546,EDU0161,approve_exam_form,2023ME917,attendance,I,2025-2025,106.199.66.117,Delhi,Mobile,success,76
2026-01-31T05:46:06.844551,EDU0143,digilocker_verify,2024EC440,transcripts,I,2024-2026,103.69.240.247,Chennai,Faculty Workstation,success,94
2025-11-21T04:35:06.844556,EDU0092,enter_marks,2023CS918,student_records,VIII,2026-2024,117.11.77.72,Chennai,Personal Laptop,success,85
2025-12-31T00:39:06.844561,EDU0048,view_student_record,2020CE780,transcripts,IV,2023-2027,106.185.245.59,Delhi,Mobile,success,98
2025-12-28T05:39:06.844566,EDU0177,approve_exam_form,2021CS207,student_records,VI,2023-2026,106.203.18.158,Vadodara,Personal Laptop,success,36
2025-11-28T00:15:06.844570,EDU0098,enter_marks,2021EC244,student_records,II,2026-2027,103.244.209.56,Kanpur,Faculty Workstation,success,23
2026-01-05T09:41:06.844575,EDU0172,approve_exam_form,2020CS347,transcripts,III,2023-2025,27.65.210.112,Indore,Personal Laptop,success,77
2025-11-25T05:13:06.844580,EDU0112,enter_marks,2021CS953,marks_entry,II,2025-2027,115.252.250.148,Mumbai,Personal Laptop,success,77
2025-12-21T06:49:06.844585,EDU0175,enter_marks,2021ME577,attendance,II,2025-2025,123.110.171.73,Hyderabad,Personal Laptop,success,80
2026-01-07T08:06:06.844590,EDU0033,digilocker_verify,2025EC657,transcripts,VIII,2023-2024,115.176.19.247,Lucknow,Personal Laptop,success,45
2025-12-14T01:29:06.844595,EDU0123,access_transcript,2025EC462,attendance,VII,2025-2026,1.150.182.240,Kanpur,Personal Laptop,success,63
2025-12-07T01:22:06.844600,EDU0175,digilocker_verify,2022CS911,marks_entry,VI,2026-2026,115.91.53.29,Indore,Personal Laptop,success,93
2026-01-10T03:27:06.844604,EDU0011,approve_exam_form,2022EC189,marks_entry,III,2025-2025,117.35.103.55,Jaipur,Faculty Workstation,success,99
2026-02-06T04:26:06.844609,EDU0133,generate_marksheet,2022ME699,student_records,V,2026-2027,123.30.138.52,Mumbai,Personal Laptop,success,98
2026-02-17T05:25:06.844614,EDU0173,update_attendance,2020CE691,student_records,III,2026-2025,106.57.59.183,Kolkata,Mobile,success,23
2025-12-09T01:42:06.844619,EDU0094,digilocker_verify,2024CE591,attendance,IV,2023-2025,27.159.219.231,Delhi,Mobile,success,20
2025-11-27T03:46:06.844624,EDU0004,access_transcript,2023CS603,marks_entry,VI,2025-2025,117.201.174.72,Nagpur,Faculty Workstation,success,30
2025-12-13T03:53:06.844629,EDU0150,approve_exam_form,2020ME540,digilocker,I,2026-2026,49.91.232.120,Ahmedabad,Personal Laptop,success,36
2025-12-08T09:40:06.844634,EDU0172,generate_marksheet,2022CE502,student_records,VII,2024-2027,115.13.167.11,Ahmedabad,Faculty Workstation,success,80
2026-01-03T23:51:06.844639,EDU0059,view_student_record,2020EC252,student_records,VII,2023-2024,106.50.182.5,Coimbatore,Faculty Workstation,success,44
2026-01-03T00:28:06.844645,EDU0025,access_transcript,2020CS750,digilocker,VIII,2023-2026,49.230.104.171,Mumbai,Personal Laptop,success,6
2025-12-10T01:56:06.844650,EDU0111,generate_marksheet,2020EC422,digilocker,VIII,2023-2024,117.172.60.60,Nagpur,Faculty Workstation,success,54
2026-01-31T09:21:06.844655,EDU0141,access_transcript,2025CS769,attendance,VII,2023-2026,123.69.119.43,Indore,Personal Laptop,success,17
2026-01-19T05:38:06.844661,EDU0007,update_attendance,2021CE180,student_records,V,2024-2027,103.33.166.3,Kochi,Personal Laptop,success,20
2026-01-29T05:30:06.844666,EDU0183,approve_exam_form,2020ME614,digilocker,VIII,2025-2024,115.55.48.51,Hyderabad,Faculty Workstation,success,16
2025-12-23T04:27:06.844671,EDU0063,approve_exam_form,2020CE466,attendance,VIII,2026-2024,106.240.67.118,Indore,Mobile,success,25
2025-12-02T04:16:06.844677,EDU0179,digilocker_verify,2023CE249,attendance,V,2023-2025,27.97.165.56,Indore,Mobile,success,78
2025-12-06T04:40:06.844683,EDU0163,update_attendance,2026EC565,digilocker,II,2026-2027,106.150.0.171,Kochi,Mobile,success,82
2025-12-12T02:51:06.844688,EDU0181,generate_marksheet,2020ME877,digilocker,V,2023-2025,103.113.43.1,Bangalore,Faculty Workstation,success,72
2026-01-21T23:51:06.844693,EDU0035,generate_marksheet,2020CS620,student_records,VIII,2023-2027,106.73.155.23,Indore,Personal Laptop,success,80
2025-11-24T04:38:06.844699,EDU0072,approve_exam_form,2023EC247,marks_entry,IV,2024-2025,106.130.211.188,Coimbatore,Faculty Workstation,success,49
2025-12-31T07:55:06.844704,EDU0175,view_student_record,2024CE391,attendance,I,2026-2026,1.132.159.216,Visakhapatnam,Faculty Workstation,success,81
2025-12-13T01:53:06.844709,EDU0059,digilocker_verify,2023CS509,transcripts,VII,2025-2027,106.221.90.114,Vadodara,Faculty Workstation,success,13
2026-02-18T06:30:06.844715,EDU0023,approve_exam_form,2024CS866,attendance,VI,2025-2025,27.192.248.190,Indore,Personal Laptop,success,78
2026-02-01T05:37:06.844720,EDU0197,generate_marksheet,2022CS364,attendance,II,2026-2024,27.95.234.228,Jaipur,Personal Laptop,success,85
2026-01-23T07:24:06.844725,EDU0156,generate_marksheet,2024CE563,attendance,VII,2026-2024,115.24.19.1,Mumbai,Faculty Workstation,success,28
2026-01-29T07:45:06.844730,EDU0022,digilocker_verify,2024EC518,digilocker,VI,2024-2025,27.156.102.224,Vadodara,Mobile,success,88
2025-11-25T00:29:06.844735,EDU0055,digilocker_verify,2023EC926,digilocker,V,2025-2025,117.227.213.179,Pune,Personal Laptop,success,89
2026-01-09T02:25:06.844741,EDU0040,generate_marksheet,2021CE330,marks_entry,VII,2025-2026,27.93.20.180,Visakhapatnam,Personal Laptop,success,25
2025-11-22T01:12:06.844746,EDU0050,update_attendance,2022ME680,digilocker,VIII,2025-2024,103.242.158.18,Lucknow,Faculty Workstation,success,85
2025-12-31T03:14:06.844751,EDU0034,digilocker_verify,2023ME811,digilocker,V,2023-2027,27.254.213.166,Ahmedabad,Mobile,success,58
2026-01-29T00:42:06.844757,EDU0036,update_attendance,2025EC231,transcripts,I,2024-2024,115.165.101.239,Nagpur,Faculty Workstation,success,16
2026-01-29T00:34:06.844762,EDU0095,access_transcript,2025CE845,attendance,IV,2024-2025,117.242.158.146,Ahmedabad,Faculty Workstation,success,71
2025-12-15T05:00:06.844767,EDU0042,view_student_record,2020CE861,attendance,VII,2026-2027,1.240.217.57,Indore,Faculty Workstation,success,76
2025-12-11T09:45:06.844772,EDU0070,digilocker_verify,2022CE666,student_records,II,2024-2025,103.90.120.107,Indore,Faculty Workstation,success,31
2026-02-05T05:25:06.844778,EDU0043,digilocker_verify,2021EC345,attendance,VI,2023-2025,123.119.78.212,Jaipur,Personal Laptop,success,41
2026-02-13T05:31:06.844783,EDU0111,enter_marks,2023CS315,attendance,II,2026-2025,49.182.239.251,Visakhapatnam,Faculty Workstation,success,29
2026-02-04T09:18:06.844788,EDU0034,digilocker_verify,2022ME631,marks_entry,I,2023-2025,103.36.70.176,Bangalore,Mobile,success,49
2025-12-21T09:35:06.844794,EDU0153,update_attendance,2026CS259,marks_entry,III,2025-2026,27.103.128.247,Bhopal,Personal Laptop,success,19
2026-01-18T03:49:06.844799,EDU0159,enter_marks,2022CS875,student_records,VIII,2026-2027,49.18.163.48,Indore,Faculty Workstation,success,4
2026-02-07T03:41:06.844804,EDU0080,digilocker_verify,2023CS869,attendance,II,2025-2025,115.1.155.241,Mumbai,Personal Laptop,success,24
2025-12-31T05:56:06.844810,EDU0153,digilocker_verify,2020EC923,digilocker,IV,2025-2024,27.62.113.114,Chennai,Personal Laptop,denied,33
2026-01-31T01:02:06.844815,EDU0200,update_attendance,2022CE460,student_records,VII,2025-2024,1.245.58.131,Kanpur,Mobile,success,3
2026-01-13T01:45:06.844821,EDU0113,generate_marksheet,2024CS414,attendance,VIII,2024-2024,103.120.72.60,Kochi,Personal Laptop,success,37
2026-01-05T06:52:06.844827,EDU0199,view_student_record,2024CS720,student_records,V,2026-2025,123.237.74.102,Jaipur,Personal Laptop,success,15
2026-02-15T07:38:06.844832,EDU0050,view_student_record,2025CS908,attendance,VI,2024-2024,123.135.69.71,Kanpur,Personal Laptop,success,10
2025-12-26T09:43:06.844838,EDU0155,generate_marksheet,2022EC358,marks_entry,IV,2026-2025,49.170.110.31,Ahmedabad,Faculty Workstation,success,99
2025-11-26T04:38:06.844844,EDU0141,generate_marksheet,2024ME798,marks_entry,I,2023-2026,115.189.104.251,Kanpur,Mobile,success,29
2025-12-22T04:04:06.844849,EDU0190,view_student_record,2025CS473,transcripts,III,2026-2026,115.25.149.157,Mumbai,Mobile,success,17
2026-01-13T08:26:06.844854,EDU0117,update_attendance,2026CE207,digilocker,VI,2026-2025,27.25.166.254,Bangalore,Personal Laptop,success,88
2025-11-23T00:12:06.844859,EDU0009,access_transcript,2025CS739,digilocker,V,2026-2024,117.178.102.189,Nagpur,Personal Laptop,success,56
2026-02-04T08:06:06.844865,EDU0189,access_transcript,2023ME591,digilocker,II,2025-2024,117.198.201.227,Ahmedabad,Personal Laptop,success,75
2026-02-08T07:45:06.844870,EDU0192,access_transcript,2022CE880,transcripts,IV,2026-2027,103.232.253.81,Chennai,Faculty Workstation,success,68
2026-02-17T09:28:06.844875,EDU0184,update_attendance,2023CS283,student_records,III,2026-2025,115.206.12.35,Vadodara,Faculty Workstation,success,77
2025-12-10T06:16:06.844882,EDU0033,access_transcript,2020EC667,digilocker,IV,2024-2025,115.180.83.118,Delhi,Mobile,success,13
2026-02-09T06:37:06.844887,EDU0173,generate_marksheet,2023ME891,digilocker,VIII,2023-2024,117.91.89.53,Coimbatore,Personal Laptop,success,36
2026-02-01T09:14:06.844893,EDU0045,view_student_record,2022CE209,transcripts,IV,2026-2027,106.250.121.222,Kanpur,Personal Laptop,success,89
2026-01-06T01:57:06.844899,EDU0033,access_transcript,2021ME452,marks_entry,VII,2023-2025,106.123.43.210,Kolkata,Faculty Workstation,success,28
2025-11-30T00:02:06.844904,EDU0179,enter_marks,2022EC140,marks_entry,V,2025-2025,115.250.223.245,Surat,Personal Laptop,success,4
2026-01-29T08:43:06.844910,EDU0016,enter_marks,2024ME745,student_records,IV,2026-2026,49.93.240.253,Chandigarh,Personal Laptop,success,93
2026-02-07T02:57:06.844915,EDU0158,view_student_record,2021ME207,digilocker,VI,2025-2026,106.119.134.71,Kochi,Personal Laptop,success,11
2025-12-17T05:34:06.844921,EDU0085,update_attendance,2022CS571,marks_entry,VII,2025-2025,115.164.249.88,Jaipur,Faculty Workstation,success,99
2026-02-19T02:44:06.844926,EDU0200,update_attendance,2025CS374,transcripts,I,2026-2024,27.23.85.186,Bangalore,Faculty Workstation,success,20
2026-02-06T04:29:06.844931,EDU0085,view_student_record,2024EC714,transcripts,III,2023-2025,103.173.39.15,Pune,Mobile,success,48
2026-02-19T00:54:06.844936,EDU0135,view_student_record,2024ME264,transcripts,VIII,2023-2025,27.141.39.4,Kolkata,Mobile,success,42
2025-12-11T04:53:06.844941,EDU0125,approve_exam_form,2025ME283,attendance,IV,2025-2024,49.228.242.229,Hyderabad,Mobile,success,31
2026-01-08T05:05:06.844947,EDU0156,approve_exam_form,2024EC796,attendance,V,2025-2026,117.237.139.252,Coimbatore,Personal Laptop,success,20
2025-11-24T08:33:06.844952,EDU0075,update_attendance,2020CS291,digilocker,VIII,2023-2025,115.119.88.63,Surat,Mobile,success,1
2025-12-01T05:42:06.844956,EDU0013,enter_marks,2025EC536,attendance,VIII,2026-2027,117.131.163.241,Pune,Faculty Workstation,success,77
2025-11-28T09:15:06.844961,EDU0145,view_student_record,2021ME648,transcripts,VI,2023-2026,1.172.27.21,Nagpur,Faculty Workstation,success,78
2025-12-06T04:14:06.844966,EDU0078,approve_exam_form,2021EC396,transcripts,IV,2025-2025,117.106.136.203,Bangalore,Personal Laptop,success,75
2025-12-23T05:21:06.844971,EDU0083,access_transcript,2025CS893,student_records,III,2026-2026,27.54.111.36,Lucknow,Personal Laptop,success,82
2026-02-14T04:18:06.844976,EDU0038,generate_marksheet,2021CS200,attendance,III,2024-2026,103.79.108.200,Pune,Personal Laptop,success,26
2025-12-03T09:36:06.844981,EDU0139,generate_marksheet,2020EC810,attendance,III,2023-2025,27.112.6.59,Delhi,Mobile,success,19
2026-02-01T02:45:06.844986,EDU0110,view_student_record,2022ME556,student_records,IV,2026-2026,115.171.178.39,Jaipur,Faculty Workstation,success,71
2026-02-15T03:24:06.844991,EDU0128,digilocker_verify,2021CS550,transcripts,IV,2023-2026,123.110.214.164,Jaipur,Personal Laptop,denied,61
2026-02-02T09:37:06.844995,EDU0174,access_transcript,2026EC379,digilocker,II,2025-2025,106.147.113.134,Ahmedabad,Mobile,success,37
2025-12-10T04:25:06.845000,EDU0015,update_attendance,2025CE815,student_records,II,2025-2026,103.165.111.208,Bangalore,Mobile,success,39
2026-02-04T03:28:06.845005,EDU0030,digilocker_verify,2025ME109,attendance,I,2025-2025,49.145.134.218,Vadodara,Mobile,denied,88
2025-12-06T02:12:06.845010,EDU0045,enter_marks,2026ME516,transcripts,VIII,2024-2024,49.12.66.182,Lucknow,Personal Laptop,success,62
2026-02-17T00:17:06.845015,EDU0099,access_transcript,2022CE519,attendance,II,2023-2027,123.108.92.204,Bhopal,Faculty Workstation,success,65
2025-11-27T00:25:06.845020,EDU0135,update_attendance,2024EC561,attendance,IV,2024-2027,106.160.179.63,Kolkata,Personal Laptop,success,65
2025-12-06T03:00:06.845025,EDU0123,approve_exam_form,2020EC240,transcripts,II,2023-2027,103.92.185.101,Bhopal,Mobile,denied,59
2025-12-18T07:16:06.845029,EDU0112,enter_marks,2022CS822,attendance,VII,2026-2027,106.83.146.144,Hyderabad,Personal Laptop,success,82
2026-01-17T02:17:06.845034,EDU0072,generate_marksheet,2022CS826,digilocker,II,2024-2025,27.95.166.17,Vadodara,Personal Laptop,success,70
2026-01-03T02:23:06.845039,EDU0133,view_student_record,2023CS755,digilocker,VII,2024-2027,123.1.228.227,Hyderabad,Personal Laptop,success,63
2026-01-02T01:10:06.845044,EDU0024,enter_marks,2024CE600,student_records,VIII,2025-2024,27.44.76.211,Nagpur,Mobile,success,92
2026-01-03T05:08:06.845048,EDU0041,generate_marksheet,2024CE834,marks_entry,I,2025-2024,49.132.218.202,Visakhapatnam,Personal Laptop,success,40
2026-02-05T07:56:06.845054,EDU0132,digilocker_verify,2023ME662,attendance,VII,2023-2027,27.129.25.61,Delhi,Personal Laptop,success,65
2026-02-18T04:47:06.845059,EDU0032,digilocker_verify,2025ME486,digilocker,VI,2023-2027,117.105.201.150,Bangalore,Personal Laptop,success,5
2025-12-08T03:04:06.845065,EDU0066,update_attendance,2026CE795,transcripts,II,2026-2027,106.168.237.50,Indore,Faculty Workstation,success,9
2025-11-25T02:43:06.845070,EDU0018,generate_marksheet,2023CS436,attendance,III,2024-2025,115.5.195.64,Ahmedabad,Personal Laptop,success,27
2026-02-08T02:33:06.845075,EDU0106,update_attendance,2020ME231,digilocker,III,2026-2026,49.39.39.51,Bangalore,Faculty Workstation,denied,42
2026-01-06T06:33:06.845080,EDU0094,access_transcript,2024ME292,attendance,VII,2023-2025,1.42.132.90,Chennai,Personal Laptop,success,39
2025-11-26T02:39:06.845086,EDU0135,update_attendance,2022CE825,student_records,IV,2026-2026,1.219.171.115,Vadodara,Mobile,denied,0
2026-02-05T04:04:06.845092,EDU0003,digilocker_verify,2024EC911,attendance,V,2023-2026,1.195.87.201,Mumbai,Faculty Workstation,success,60
2026-02-10T08:49:06.845097,EDU0117,digilocker_verify,2026CE223,student_records,VIII,2023-2026,117.180.215.158,Jaipur,Personal Laptop,success,95
2026-01-23T00:23:06.845103,EDU0082,generate_marksheet,2026CE376,attendance,VI,2026-2027,1.83.44.63,Jaipur,Personal Laptop,success,73
2025-12-21T00:27:06.845109,EDU0150,access_transcript,2026EC757,transcripts,IV,2026-2027,117.15.3.237,Indore,Mobile,success,78
2025-12-18T06:31:06.845114,EDU0156,update_attendance,2026CE430,student_records,IV,2025-2026,117.65.49.42,Ahmedabad,Personal Laptop,success,72
2026-01-13T08:39:06.845119,EDU0015,update_attendance,2024ME114,attendance,III,2024-2024,123.63.146.113,Surat,Mobile,success,26
2026-02-07T03:15:06.845124,EDU0037,update_attendance,2026ME628,digilocker,II,2024-2025,106.128.78.9,Hyderabad,Mobile,success,58
2026-02-03T01:58:06.845130,EDU0004,enter_marks,2020ME876,student_records,III,2023-2025,1.164.235.249,Surat,Personal Laptop,success,36
2025-12-14T05:51:06.845135,EDU0045,view_student_record,2025CE314,attendance,VI,2024-2025,106.28.71.192,Hyderabad,Mobile,success,55
2026-02-06T03:29:06.845141,EDU0091,update_attendance,2026EC332,attendance,IV,2024-2026,27.146.182.193,Chandigarh,Faculty Workstation,success,49
2026-01-29T06:15:06.845146,EDU0082,update_attendance,2020CE113,marks_entry,VII,2023-2027,49.205.226.46,Chennai,Faculty Workstation,success,62
2025-12-12T07:13:06.845151,EDU0001,view_student_record,2021ME722,student_records,VIII,2026-2025,49.14.14.181,Kanpur,Faculty Workstation,success,97
2026-01-03T05:59:06.845156,EDU0193,generate_marksheet,2026ME298,digilocker,VII,2025-2027,1.19.42.146,Chandigarh,Mobile,success,46
2025-11-25T09:04:06.845163,EDU0116,approve_exam_form,2024ME894,marks_entry,III,2024-2027,117.77.128.96,Indore,Personal Laptop,success,18
2026-02-06T23:52:06.845169,EDU0119,approve_exam_form,2022CE537,marks_entry,VII,2024-2026,117.96.119.196,Pune,Faculty Workstation,success,94
2025-11-28T05:53:06.845174,EDU0001,generate_marksheet,2021ME414,digilocker,VIII,2023-2024,27.123.135.92,Lucknow,Personal Laptop,success,11
2026-02-14T01:20:06.845180,EDU0195,approve_exam_form,2024CE995,attendance,V,2025-2026,117.86.158.214,Jaipur,Faculty Workstation,success,41
2025-12-30T04:42:06.845185,EDU0018,generate_marksheet,2020EC947,attendance,VII,2025-2027,27.37.230.98,Visakhapatnam,Faculty Workstation,success,18
2026-02-18T05:55:06.845191,EDU0043,approve_exam_form,2025ME433,attendance,I,2025-2025,1.246.173.51,Delhi,Faculty Workstation,success,72
2025-12-20T03:28:06.845196,EDU0183,enter_marks,2023ME927,student_records,II,2026-2026,117.16.230.178,Kochi,Faculty Workstation,success,78
2026-01-02T03:05:06.845201,EDU0048,generate_marksheet,2024EC836,student_records,III,2023-2027,117.36.214.218,Lucknow,Mobile,success,53
2025-11-29T01:40:06.845206,EDU0040,enter_marks,2020ME978,student_records,IV,2024-2026,123.255.188.220,Lucknow,Personal Laptop,success,72
2026-01-10T09:06:06.845211,EDU0192,approve_exam_form,2026ME136,attendance,II,2026-2024,49.129.7.30,Nagpur,Faculty Workstation,success,20
2026-01-20T06:05:06.845217,EDU0114,enter_marks,2024ME734,marks_entry,II,2026-2026,27.130.143.199,Coimbatore,Personal Laptop,success,10
2025-11-25T07:01:06.845222,EDU0174,approve_exam_form,2022CS928,student_records,VII,2026-2027,49.48.126.68,Bhopal,Faculty Workstation,success,93
2026-01-26T07:18:06.845228,EDU0186,digilocker_verify,2024CS707,attendance,VI,2023-2027,117.23.27.180,Nagpur,Mobile,success,3
2026-01-26T02:59:06.845233,EDU0141,approve_exam_form,2024EC604,digilocker,III,2023-2026,117.142.231.178,Surat,Personal Laptop,success,21
2025-11-27T03:15:06.845239,EDU0037,access_transcript,2026ME318,transcripts,II,2026-2025,103.78.216.246,Kolkata,Mobile,success,94
2025-12-16T07:52:06.845244,EDU0124,digilocker_verify,2022EC177,attendance,V,2025-2027,106.0.80.63,Ahmedabad,Personal Laptop,success,96
2025-12-03T08:44:06.845250,EDU0116,view_student_record,2026CE111,student_records,II,2025-2024,106.71.163.70,Visakhapatnam,Personal Laptop,success,86
2026-01-11T01:37:06.845255,EDU0105,digilocker_verify,2022CS826,digilocker,II,2024-2027,117.192.9.199,Chennai,Faculty Workstation,success,69
